date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2019-08-14,71.1,68.7,1009.9,8.6,6.8,12,,75.9,66,,,0,85,164,89,154,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-15,68.6,64.8,1015.3,8.6,8.5,13,18.1,75.9,63,0,,0,72,165,118,155,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-08-16,66.6,64.4,1017.6,7.8,7,11.1,,73.9,62.1,0,,1,85,150,104,144,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-08-17,67.5,65.3,1017.6,3.8,7.1,11.1,,77,62.1,0,,1,83,134,106,157,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-08-18,71.2,69.7,1016.4,4.2,4,9.9,,79,62.1,0,,1,65,146,98,128,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-08-19,73.3,72.1,1015.6,3.5,6.3,9.9,,80.1,68,0,,1,87,161,105,159,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-20,75.5,68.2,1017,10,6.8,9.9,,82.9,66.9,0,,0,86,192,110,145,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-21,70.6,68.5,1016.2,8.1,7.2,21,26,82.9,62.1,,,1,79,147,102,150,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-22,74.6,72.8,1011.5,7.2,8.1,13,,80.1,66,0,,1,80,180,112,153,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-08-23,72,65.8,1013.2,9.4,7.2,13,,80.1,66.9,0,,0,103,146,111,150,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-08-24,68.3,58.5,1018.7,10,12.3,17.1,22,75.9,63,0,,0,66,136,99,165,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-08-25,65.5,59.5,1023.9,10,13.6,22.9,32.1,72,61,0,,0,83,113,84,159,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-08-26,64.3,57.8,1022.1,10,13.7,21,28,71.1,60.1,0,,0,70,153,86,140,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-08-27,60.4,54.5,1019.4,10,4.7,8.9,,70,50,0,,0,79,147,100,143,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-08-28,65.4,61.6,1015.1,9.2,7.7,20,27,72,50,,,0,56,167,119,150,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-08-29,71,68.2,1009.4,6.3,9.5,18.1,22.9,75,59,,,0,85,175,105,169,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-08-30,68,63.3,1015.6,9.2,7.9,14,,75,57.9,0,,0,84,181,101,199,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-08-31,70.3,60.1,1020.7,9.1,5.3,8.9,,79,57.9,0,,1,63,147,77,159,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-09-01,63.8,56.6,1026.5,10,6.9,9.9,,79,55.9,0,,0,77,145,69,134,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-09-02,64.9,60.9,1021.2,10,6.4,9.9,,73,55.9,0,,0,60,149,59,133,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-09-03,70,65.8,1016.3,8.9,6.8,13,,75,57.9,,,1,100,177,109,198,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-09-04,66.6,64.8,1015.1,6.6,7.7,12,,77,57.9,0,,1,88,198,93,160,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-09-05,67.7,60.6,1016.7,9.5,9.7,14,19,77,57.9,,,0,102,185,127,161,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019-09-06,59.3,55,1016.1,9.1,9.3,17.1,27,71.1,54,,,0,80,165,121,170,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019-09-07,62.1,58.3,1003.1,7.4,20.3,33,44.1,68,54,,,0,74,123,104,136,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-09-08,66,58,1014.1,10,10.5,14,,71.1,59,0,,0,74,139,86,128,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-09-09,63.9,58.4,1023.2,9.8,4.5,8.9,,72,57,0,,0,90,173,114,174,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-09-10,62.8,57.5,1027.3,10,6.2,8.9,,72,57,0,,0,78,160,137,187,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-09-11,68.3,64.1,1022.3,10,10.2,15,,73.9,57.9,0,,0,89,171,142,166,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-09-12,65.4,63.4,1018.9,6.2,11.2,19,24.1,73.9,59,0.32,,1,102,204,145,172,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019-09-13,59.6,50.1,1029,10,11.8,18.1,25.1,71.1,54,0.38,,0,113,189,133,181,19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019-09-14,60.7,54.2,1028.6,10,10.4,15.9,,69.1,52,0,,0,73,137,96,138,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-09-15,68.2,65.3,1020.4,8.8,8.2,12,,75,52,0.02,,0,82,185,118,158,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-09-16,65.4,58.5,1016.8,9.6,7.4,14,,75,57,0,,0,96,183,115,178,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-09-17,61.5,53,1018.2,10,9.2,15.9,20,70,54,0,,0,89,176,126,194,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-09-18,56,48.7,1022.6,9.9,11.3,21,27,68,51.1,0,,0,81,186,115,174,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-09-19,57.3,45.7,1025.5,10,11.4,15.9,22,64,50,0.02,,0,84,181,113,174,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019-09-20,58.8,50.6,1022.2,10,6.6,12,,69.1,45,0,,0,101,192,157,192,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019-09-21,67,59.2,1021.2,9.9,6.5,11.1,,75.9,60.1,0,,0,100,148,114,160,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-09-22,64.6,62.1,1021,6.4,6.5,11.1,,78.1,57,0,,1,78,129,97,159,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-09-23,68.5,65.6,1013.3,8.1,12,15.9,19,73,57,0,,0,93,169,136,176,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-09-24,68.6,64.4,1006.9,7.8,11.1,17.1,26,73,64.9,0.92,,0,98,170,114,186,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019-09-25,63.8,54.6,1009.9,10,9.7,13,17.1,73,59,0,,0,84,168,126,175,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2019-09-26,64.7,61.4,1010.9,9.9,8,13,,72,57,0,,0,105,185,121,176,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2019-09-27,63.5,56.6,1017.6,8.8,7.7,15.9,21,72,55,0.27,,0,118,217,108,183,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2019-09-28,63.8,59.3,1020.9,10,8.2,12,,70,54,0,,0,79,145,105,156,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019-09-29,66.9,62,1021.4,8.7,11.4,20,26,72,55,0,,0,82,143,97,125,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2019-09-30,56.3,48.8,1026.3,10,7.8,13,,72,48,0,,0,66,119,92,121,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019-10-01,59.4,53.9,1020.6,10,8.4,14,,66.9,48,0,,0,83,126,88,124,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-02,67.6,64,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0,,0,88,196,133,203,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-10-03,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,,0,116,178,145,174,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2019-10-04,57.4,51.3,1015.5,9.4,14.6,25.1,35,63,52,0.08,,0,106,204,139,204,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019-10-05,51.9,37.9,1027.7,10,12.2,22.9,32.1,63,42.1,0.04,,0,81,152,120,142,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019-10-06,52,46.1,1029.5,10,7.2,15.9,,64.9,37,0,,0,76,101,101,118,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-10-07,66.9,61.7,1023.9,10,12.9,15.9,,71.1,64.9,0,,0,84,147,106,175,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2019-10-08,61.3,58,1022.2,9.3,12.1,18.1,22.9,73,57.9,0.18,,0,83,157,94,142,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-09,56.9,53.6,1022.1,7.8,19.5,26,39,66.9,55,0.17,,0,46,110,67,127,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-10-10,54.5,51.8,1018.5,4.9,28.8,34,47,57,53.6,0.72,,0,89,172,109,185,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2019-10-11,55.5,53.4,1015.1,3.6,26.1,33,41,57.2,53.6,2.71,,0,93,177,114,173,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019-10-12,56.2,54.1,1011.6,6.7,19.9,28,36.9,61,55,0.12,,0,75,131,85,152,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019-10-13,57.6,53.3,1016.5,9.6,6,13,,64.9,50,0.02,,0,73,113,87,121,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-10-14,57.7,55.9,1015.7,7.1,6.5,12,,66.9,48,0.25,,1,47,105,77,116,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2019-10-15,56.7,48.8,1018.2,10,8.9,15,21,66.9,48.9,0.25,,0,73,160,104,152,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-16,51.5,46,1015.6,9.9,9.3,18.1,27,60.1,39,0,,0,110,172,125,192,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-10-17,58.2,50,990,9.9,28,35,49.9,64,55.4,0.86,,0,95,180,114,159,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2019-10-18,55,42.4,1002.8,10,14.9,21,39,64,51.1,0.21,,0,110,173,100,177,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019-10-19,50.5,39.4,1014.9,10,10.9,15,22,60.1,46,0,,0,93,151,98,175,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019-10-20,49.3,44.1,1018.2,10,3.9,9.9,,59,39,0,,0,66,141,105,139,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-10-21,55.2,52,1016.7,9.5,13.5,20,28,60.1,39,0.2,,0,86,167,70,176,19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2019-10-22,56.3,52.8,1018.7,7.9,11.5,15,22,61,53.1,0.11,,0,83,127,117,181,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-23,61.4,57.7,1011.4,6.6,11.3,17.1,24.1,68,53.1,0.04,,1,99,177,130,197,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-10-24,55.5,45.3,1023.6,10,6.7,11.1,,68,43,0.24,,0,87,183,100,187,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2019-10-25,55.9,51.1,1025.2,9.6,6,9.9,,64,43,0,,1,92,185,120,187,19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019-10-26,55.2,50,1022.8,7.9,7.3,15,21,64,46,0,,1,77,147,109,143,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019-10-27,53.4,47.2,1022.7,7.6,14.3,27,38.1,62.6,44.1,0,,0,63,126,100,130,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019-10-28,56,52.3,1016.4,8.3,17.1,25.1,36.9,64.4,53.1,1.67,,1,98,146,115,192,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2019-10-29,55.1,49.4,1026.8,9.9,7.7,9.9,,60.1,52,0,,0,98,185,119,164,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2019-10-30,57.8,54.9,1025.6,8.4,7.9,13,,64,53.1,0,,0,87,166,121,157,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2019-10-31,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,,0,103,177,106,173,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2019-11-01,58.7,48.7,1011.6,8.4,20.2,32.1,53,66.9,50,0.23,,0,136,217,139,217,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-11-02,47,34.5,1021.6,10,7.2,15.9,22,66.9,36,0.11,,0,66,134,84,171,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-11-03,51,36.8,1016.8,10,7.5,12,,55.9,36,0,,0,92,132,85,130,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-04,48.1,30,1026.3,10,7.5,12,,55.9,42.1,0,,0,97,153,109,200,21,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019-11-05,56.6,50.5,1025.2,9.6,11.5,15,,62.1,42.1,0.01,,0,71,128,77,127,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019-11-06,51.5,38.9,1024.1,9.9,10.5,17.1,22,62.1,41,0.38,,0,87,172,121,178,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-11-07,51.4,42.7,1023.4,9.8,7.8,17.1,,60.1,35.1,0,,0,90,193,130,201,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019-11-08,42.7,31.3,1014.8,10,15.7,25.1,38.1,60.1,34,0.11,,0,112,179,129,189,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-11-09,35.3,21.8,1024.6,10,10.2,21,29.9,48.9,32,0.06,,0,71,123,108,148,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-11-10,48.3,37.2,1019.5,10,8.8,17.1,,54,32,0,,0,65,107,85,151,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-11,51.5,43.4,1019,10,7.7,14,,59,37.9,0,,0,68,124,90,144,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019-11-12,53.9,50.4,1009.5,8.4,13.1,24.1,35.9,60.1,33.1,0,,0,97,172,95,176,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019-11-13,29,11.6,1019.9,9.3,17.5,22.9,35.9,33.1,23,0.25,,0,91,153,115,191,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-11-14,35,24.6,1030.7,10,8,15.9,17.1,48,21.9,0,,0,73,167,100,165,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019-11-15,49.3,42,1022.5,9.8,11,15.9,20,54,45,0,,0,88,174,116,187,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-11-16,39.7,24.5,1026.2,10,18.4,28,35,55,34,0.03,,0,64,146,98,171,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-11-17,41.5,29.4,1027.1,10,14.2,22,29.9,46,34,0,,0,42,138,85,134,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-18,48.4,44.7,1006.8,3.6,21.7,26,35.9,51.1,39,0.07,,0,128,228,112,217,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019-11-19,46.5,43.1,1005.8,8.4,7.5,19,27,51.1,43,0.38,,0,98,192,119,152,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019-11-20,44.8,39.8,1009.7,9.1,10,18.1,22.9,51.1,41,0.04,,0,63,164,101,137,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-11-21,43.3,36.2,1017.1,10,13,20,26,48.9,34,0.09,,0,101,188,128,167,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019-11-22,48.1,43.4,1011.4,8.8,10.6,19,29.9,57,32,0.01,,0,98,193,126,159,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-11-23,40.4,24.6,1012.4,10,13.9,21,32.1,57,36,0.22,,0,60,167,86,145,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-11-24,50.2,45.5,1000.6,7.5,13,22.9,35.9,57.9,36,0.1,,0,78,130,89,164,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2019-11-25,45.4,36.5,1004.1,10,12.8,24.1,33,57.9,41,0.4,,0,90,201,101,184,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019-11-26,46.5,42.5,1015.7,10,5.4,9.9,,55.9,35.1,0,,1,122,190,129,182,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019-11-27,48.5,46,1016.5,6,6,17.1,,55.9,35.1,0,,1,99,155,98,161,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2019-11-28,47.2,41,1000.4,8.9,20.5,31.1,44.1,55,39,0.09,,0,69,100,57,103,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2019-11-29,40.5,30.5,1015.6,10,20.1,28.9,44.1,55,37.9,0.09,,0,81,112,64,130,12,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019-11-30,35,18.3,1013.2,10,15.8,24.1,29.9,42.1,30.9,0,,0,70,120,77,136,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2019-12-01,36.7,26.8,1014.3,10,7.5,15,19,42.1,30,0,,0,51,134,73,114,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-02,44.8,41.3,996.1,4.3,20.5,28,36.9,46.9,30,0.67,,0,73,194,95,160,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-03,39.9,36.3,990.8,5.2,18.6,27,34,48.2,33.1,0.6,,0,101,178,108,184,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-04,36.6,27.4,998.7,10,7.5,17.1,24.1,48,32,0.23,,0,83,163,99,153,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-05,39.6,30.2,1002,10,8.4,15.9,24.1,46,32,0,,0,93,152,111,185,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-12-06,38.3,25.4,1016.2,10,14.2,19,33,48,32,0,,0,76,156,119,148,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-07,36.4,25.7,1022.2,10,12.9,21,28,48.9,27,0.03,,0,92,144,111,162,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-08,31.8,19.5,1032.5,10,8.7,15,19,41,21.9,0,,0,59,148,63,135,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-09,48.2,43.6,1024,7.3,13.5,18.1,25.1,52,39.9,0,,0,105,213,127,237,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-10,53.1,51,1010.4,1.8,16,26,34,55.4,51.1,0.98,,1,104,184,130,179,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-11,39.9,36.7,1020.1,4.9,10.5,20,28,55,30,0.12,,0,71,138,118,190,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-12,31.1,19.7,1034.8,10,11.7,20,27,45,25,0,,0,82,168,129,167,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-12-13,38.7,31.8,1033.4,9.8,10.3,18.1,25.1,50,21.9,0,,0,135,204,157,187,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-14,52.7,51.3,1010.4,3.1,16.5,28.9,40,57.2,48.9,2.15,,1,95,148,100,179,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-15,47.7,38.4,1001.7,8,19.8,27,35.9,57.9,44.1,0.84,,1,68,145,115,129,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-16,35.4,19.8,1020.9,10,11,22,32.1,48.9,32,0,,0,86,145,95,144,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-17,37.5,32,1012.7,7.3,7.3,14,19,45,30,0.2,,0,110,196,126,215,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-18,39.3,35.2,1004.4,7.6,12.5,18.1,24.1,45,30,0.55,,0,110,224,109,202,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-19,24.2,8.3,1016,10,18.4,22,39,43,17.1,0.04,,0,87,215,117,214,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-12-20,24.2,11.6,1027.8,10,13.5,21,28.9,30,17.1,0,,0,117,210,121,175,23,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-21,33.3,25.6,1035.1,10,5.2,8.9,,39.9,19.9,0,,0,81,161,75,143,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-22,41.3,34.9,1026.8,9.6,9.1,15,,46.9,28.9,0,,0,88,136,73,156,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-23,44.3,38.3,1017.8,7.5,11.4,15.9,,50,37.9,0,,0,94,170,92,178,19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-24,42.8,33.7,1015.2,10,12,18.1,22,50,34,0,,0,91,166,69,159,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-12-25,35.6,28.9,1022.2,10,4.7,8,,46.9,28,0,,0,48,78,29,80,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019-12-26,35.9,30.3,1025.7,10,5.9,14,,46.4,28.9,0,,0,58,126,67,118,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019-12-27,40.1,35,1026.1,10,7.6,12,,48,28.9,0,,0,69,126,80,137,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019-12-28,44.5,39.1,1019.1,9,9.1,14,,48.2,37,0,,0,44,98,57,122,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019-12-29,38.4,30.4,1021.7,10,6.8,11.1,,48,30.9,0,,0,67,117,62,100,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2019-12-30,39.6,36.3,1017.1,5.2,13,25.1,35,45,30.9,0.39,,0,74,174,81,153,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019-12-31,44.7,42.6,1002.6,4.8,14.7,31.1,39,52,37.9,0.88,,1,65,152,67,125,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-01-01,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,,1,64,107,40,94,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-02,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,,0,71,122,69,104,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-01-03,45.8,42.9,1010.3,7,10.3,15,,46.9,33.1,0,,1,74,141,71,129,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-01-04,45.4,43.9,1005.6,3.6,5.7,9.9,,48.9,44.1,0.08,,1,50,112,49,102,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-01-05,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,,1,25,87,57,89,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-01-06,33.5,24,1013.2,9.9,5.3,15,,43,24.1,0.01,,1,89,123,52,156,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-01-07,39,26.6,1016.6,10,8,13,,43,24.1,0,,0,69,122,64,121,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-01-08,37.2,31.1,1009.8,8.4,14.1,24.1,35,43,33.1,0.49,,1,71,152,50,137,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-01-09,29.5,10.8,1030.7,10,15.3,22,35,42.1,24.1,0.34,,0,90,156,82,138,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-01-10,39.7,32.2,1036.6,9.3,11.3,17.1,24.1,50,21,0,,0,107,139,78,143,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-01-11,49.4,46.1,1028.6,6.7,13.8,21,27,53.1,46.9,0,,1,83,103,78,123,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-01-12,52,49.4,1017.2,2.9,19,26,36.9,55.9,44.6,0,,1,52,115,43,126,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
